name,province,company,langue,date_naissance,agee,age_permis,numeropol
Joshua Stephens,Saskatchewan,Lam and Sons,fr,1992-01-06,25,23,50657
Erika Ruiz,Manitoba,Santiago-Fleming,en,1942-11-17,74,35,50658
Steven Robinson,Newfoundland and Labrador,"Nash, Page and Campbell",fr,1976-01-18,41,25,50682
Amanda Smith,Prince Edward Island,Gutierrez Group,fr,1954-05-20,63,22,50687
Nicole Foster,Newfoundland and Labrador,Griffin-Crawford,en,1944-11-25,72,35,50699
Steven Riley,Ontario,Burns-Rodriguez,en,1963-04-12,54,33,50702
Virginia Haney,Ontario,"Horn, Johnson and Fox",fr,1979-07-03,37,21,50708
Adrian Cameron,New Brunswick,Russell and Sons,fr,1979-05-25,38,35,50721
Caroline Williams,Newfoundland and Labrador,Bowman PLC,fr,1967-04-26,50,35,50727
Daniel Hernandez,Yukon Territory,Hill-Schultz,en,1952-10-03,64,20,50728
Heather Castillo,Manitoba,Copeland-Chen,fr,1974-03-22,43,32,50729
Lisa Porter,Northwest Territories,"Anderson, Willis and Howard",en,1943-06-11,73,19,50732
Carolyn Ponce,Prince Edward Island,"Whitney, Myers and Sullivan",en,1957-12-04,59,17,50733
Laura Campbell,Northwest Territories,"Molina, Meyers and Freeman",en,1974-12-08,42,30,50746
Donna Conway,Saskatchewan,Wright-Schmidt,fr,1971-12-07,45,25,50764
Louis Alvarez,New Brunswick,Torres PLC,en,1966-11-23,50,34,50766
Joseph Sellers,New Brunswick,"Evans, Mccoy and Harvey",fr,1993-11-02,23,18,50774
Deanna Roberts,Northwest Territories,Morgan Inc,en,1964-05-04,53,20,50782
Jenny Morales,Newfoundland and Labrador,"Pennington, Montgomery and Richards",fr,1967-03-20,50,34,50786
Daniel Decker,Manitoba,Monroe-Henderson,fr,1967-08-28,49,25,50795
Joshua Sharp,Manitoba,Ruiz Group,fr,1968-09-20,48,31,50814
Amanda Haney,New Brunswick,Rogers Group,fr,1942-09-20,74,30,50817
Daniel Gaines,Alberta,"Ballard, White and Brown",en,1996-07-09,20,20,50822
Nicole Campbell,New Brunswick,Cuevas Group,en,1979-02-19,38,32,50828
Caitlin Bailey,Alberta,Hansen Ltd,fr,1984-03-25,33,22,50837
Derrick Gonzalez,Manitoba,Castaneda-Nguyen,fr,1942-04-11,75,17,50849
Eddie Brooks,British Columbia,Perez-Leonard,fr,1998-11-13,18,18,50862
Jacob Rodriguez,Nunavut,Proctor-Montoya,fr,1976-07-06,40,20,50885
Christina Short,New Brunswick,Martin PLC,fr,1986-12-21,30,28,50912
Robert Johnson,New Brunswick,Paul Group,fr,1988-06-16,28,28,50934
Elizabeth Nelson,Ontario,Hayes-Foster,en,1993-09-06,23,23,50937
Cathy Ramirez,Ontario,Kelley Ltd,fr,1945-11-10,71,33,50949
Andres Jones,Nunavut,Sexton Group,fr,1974-08-03,42,22,50953
Dawn Benson,Alberta,Cooper Inc,fr,1944-01-09,73,23,50960
Lauren Esparza,Prince Edward Island,"Harris, Walsh and Smith",fr,1987-09-27,29,23,50962
Becky Savage,British Columbia,"Carter, Miller and Hall",fr,1948-11-26,68,19,50963
Kimberly Wilkinson,Yukon Territory,Russell Ltd,fr,1953-10-12,63,34,51000
Linda Scott,Newfoundland and Labrador,Thompson-Roy,en,1993-05-07,24,21,51032
Patricia Lucas,Northwest Territories,Chase-Osborn,en,1968-09-18,48,30,51050
Alyssa Vazquez,New Brunswick,"Grant, Martinez and Sullivan",fr,1972-02-24,45,35,51053
Mary Graham,British Columbia,Moore PLC,fr,1959-02-01,58,19,51056
Rachel Larson,Ontario,"Frazier, Hardy and Frye",en,1996-09-28,20,20,51057
Robert Reid,Newfoundland and Labrador,"Cortez, Long and Strickland",en,1983-09-25,33,20,51059
Terry Harris,Newfoundland and Labrador,Kramer-Finley,fr,1990-11-23,26,25,51075
Rachel Butler,British Columbia,"Hall, Novak and Bishop",en,1972-07-24,44,35,51090
Keith Logan,Quebec,Mcgee-Pierce,en,1982-03-03,35,19,51115
Jennifer Obrien,New Brunswick,Curtis and Sons,fr,1965-04-11,52,27,51119
Cindy Sellers,Quebec,Hamilton-Barr,fr,1998-04-22,19,19,51127
Stephanie Blake MD,Newfoundland and Labrador,Davidson-Hill,en,1960-02-22,57,18,51128
Crystal Torres,Nunavut,Mills LLC,fr,1994-10-02,22,22,51132
Nicholas Bailey,Quebec,Lee-Fuller,fr,1948-12-24,68,31,51138
Rachel Ibarra,Nova Scotia,Pratt Ltd,fr,1966-10-07,50,35,51142
Leon Hernandez,Nova Scotia,"Larson, Mcbride and Smith",en,1999-11-09,17,17,51148
Travis Chan,Saskatchewan,Williams-Estrada,fr,1944-07-04,72,30,51149
Amanda Jackson,Yukon Territory,Hart-Hart,fr,1969-04-28,48,34,51151
Carrie Johnson,Ontario,Moss-Stephens,fr,1993-02-05,24,20,51176
Michael Wright,Newfoundland and Labrador,Rivera-Reed,en,1957-09-07,59,34,51189
Joseph Hart,Nova Scotia,Warren-Warner,fr,1990-05-30,27,17,51201
Timothy Arroyo,Yukon Territory,Mendoza-Hammond,fr,1961-06-28,55,18,51209
Jose Walters,Saskatchewan,Torres-Miller,en,1954-12-25,62,21,51211
Laura Prince,Nunavut,Molina-Boyd,en,1976-06-01,41,23,51214
Wesley Alvarado,British Columbia,Johnson-Wilson,fr,1998-10-11,18,18,51228
Jesus Santiago,Manitoba,Perez PLC,fr,1983-12-26,33,33,51244
Randall Lewis,Alberta,"Harris, Jensen and Huang",en,1988-05-02,29,29,51272
Sharon Williams,Ontario,Snyder-Sanders,en,1943-03-19,74,35,51299
Jon Martinez,Quebec,Lawson and Sons,en,1947-08-18,69,30,51300
Michael Bush,Nova Scotia,Smith-Higgins,fr,1973-10-14,43,35,51309
Raven Lee,Nova Scotia,Taylor and Sons,en,1991-03-15,26,26,51313
Kathy Blankenship,Nunavut,Salazar Group,en,1975-11-25,41,32,51314
Christopher Ford,Prince Edward Island,"Mathews, Chavez and Holland",en,1963-07-28,53,23,51316
Megan Martinez,Newfoundland and Labrador,Dillon-Wallace,fr,1947-01-09,70,18,51330
Adrienne Skinner,Nova Scotia,"Sherman, Odonnell and Gross",fr,1958-04-13,59,21,51331
Tony Gordon,Saskatchewan,Gibson-Reid,fr,1997-09-08,19,19,51333
Peter Williams,Nova Scotia,Matthews-Smith,en,1976-07-31,40,24,51335
Joshua Kirk,New Brunswick,"Johnson, Green and Collins",fr,1970-03-27,47,23,51337
Jeffrey Oliver,Alberta,Vega-Rowland,en,1964-02-11,53,23,51341
Scott Allen,Saskatchewan,Wilson-Le,en,1997-02-24,20,20,51345
Ann Heath,Saskatchewan,Chambers LLC,en,1942-07-25,74,32,51347
Christopher Jones,Ontario,"Wright, Welch and Mills",en,1978-10-17,38,31,51362
Scott Jones,New Brunswick,"Hill, Bush and Franco",fr,1975-05-23,42,24,51391
Becky Watts,Newfoundland and Labrador,Ware-Davis,fr,1983-03-17,34,24,51407
Jeremy Taylor,Newfoundland and Labrador,Hernandez-Fisher,fr,1995-04-28,22,19,51415
Joseph Johnson,New Brunswick,Nguyen-Diaz,en,1994-12-03,22,22,51424
Kylie Garcia,Alberta,Potts Group,fr,1950-07-23,66,31,51436
John Conner,Quebec,Stanley Group,en,1959-09-19,57,18,51438
Stephanie Norman,Ontario,"Ross, Smith and Contreras",fr,1952-10-14,64,29,51441
Ashley Peters,Northwest Territories,"Wilson, Wilson and Irwin",fr,1973-10-25,43,27,51443
Dana Murphy,Prince Edward Island,"Anthony, Ortiz and Wilson",fr,1950-09-10,66,23,51450
Larry Quinn,Northwest Territories,Wagner LLC,fr,1958-02-09,59,26,51451
Susan Nichols,Alberta,Adams LLC,en,1985-12-09,31,21,51459
Kristine Nichols,British Columbia,Nichols-Marsh,fr,1993-08-26,23,23,51476
John Knapp,Yukon Territory,Winters and Sons,fr,1963-03-18,54,21,51483
Corey Miller,Saskatchewan,Armstrong-Beck,en,1973-03-22,44,32,51490
Tracy Meza,Ontario,Barber-Kelly,en,1955-11-27,61,30,51498
Tracy Henson,British Columbia,Knight-Malone,en,1964-03-31,53,18,51511
Michael Bowers,Newfoundland and Labrador,"Rodriguez, Buchanan and Moore",en,1992-09-05,24,24,51515
Nicole Lewis,Ontario,"Banks, Wood and Ochoa",en,1978-08-16,38,31,51522
Joshua Melton,Ontario,Lee-Case,en,1999-11-17,17,17,51538
Michael Bruce,Quebec,"Delacruz, Haynes and Torres",en,1968-08-23,48,33,51543
Mr. Bryan King,Manitoba,"Parker, Hammond and Carter",fr,1974-08-10,42,20,51566
Ryan Santiago PhD,Prince Edward Island,Hernandez and Sons,fr,1976-12-17,40,24,51572
Christopher Wilson,Nova Scotia,Bowen PLC,en,1978-12-02,38,18,51582
Jason Monroe,Manitoba,"Williams, Hall and Gonzalez",fr,1993-05-23,24,24,51607
David Fuller,Yukon Territory,"Thompson, Clark and Huang",fr,1966-09-12,50,20,51630
Lisa Mccarthy,Yukon Territory,"Alexander, Sutton and Craig",en,1971-10-14,45,33,51636
Dr. Rachel Hall,Manitoba,Harrell-Gonzalez,en,1963-09-29,53,31,51678
Edgar Fuller,Saskatchewan,"Hensley, Guerrero and Owens",fr,1964-03-25,53,25,51679
Jeffrey Moon,Newfoundland and Labrador,Brooks-Grimes,en,1990-01-17,27,23,51690
Crystal Cook,Prince Edward Island,"Davis, Mcgrath and Davenport",en,1996-10-31,20,20,51704
Jessica Mccoy,Quebec,"Walker, Casey and Mueller",en,1997-07-18,19,19,51708
Lauren Brown,Alberta,Wells and Sons,fr,1986-07-31,30,17,51718
Kimberly Holloway,New Brunswick,Phelps-Rivera,en,1954-01-10,63,31,51731
Kristen Young,Northwest Territories,Klein LLC,fr,1997-05-05,20,20,51737
Courtney Wilson,Prince Edward Island,Swanson PLC,fr,1952-03-16,65,34,51745
Robin Wilkerson,Newfoundland and Labrador,Young-Berry,fr,1940-12-31,76,20,51750
Jared Williams,Yukon Territory,Wilson-Shelton,fr,1957-04-18,60,17,51753
Erik Banks Jr.,Northwest Territories,Hoffman Ltd,fr,1958-02-26,59,25,51770
Ashley Dawson,British Columbia,Harris-Brooks,fr,1949-08-06,67,17,51775
Alexandra Hill,British Columbia,Myers Ltd,fr,1966-01-10,51,23,51779
Alexis Rodriguez,Quebec,Ford-Brown,fr,1953-04-23,64,31,51821
Michael Yang,Prince Edward Island,Torres LLC,en,1956-05-08,61,27,51837
Caroline Moore,Ontario,"Diaz, Norman and Frazier",en,1983-11-05,33,31,51838
Joseph Martin,Ontario,Munoz PLC,fr,1995-12-27,21,19,51843
Taylor Herring,Yukon Territory,"Rich, Suarez and Smith",fr,1961-07-01,55,18,51862
Douglas Smith,Prince Edward Island,Rodriguez-Pittman,en,1955-09-27,61,21,51864
Wayne Porter Jr.,New Brunswick,White PLC,fr,1989-02-10,28,28,51878
Patrick Parks,Quebec,"Jones, Duran and Edwards",en,1986-01-14,31,21,51882
David Chen,Northwest Territories,Rodriguez-Hinton,fr,1966-04-30,51,31,51884
Dana Baker,Nunavut,Banks and Sons,fr,1970-10-21,46,21,51891
Gina Lambert,Nova Scotia,Rasmussen Ltd,fr,1998-01-28,19,19,51930
Dawn Edwards,Alberta,"Ellis, Martin and Bennett",en,1966-05-04,51,32,51936
Michael Martinez,Ontario,"Lopez, Campos and Fischer",fr,1988-09-24,28,26,51938
Barry Conrad,Saskatchewan,Williams-Schultz,en,1981-06-15,35,26,51944
Haley Huynh,Quebec,Henry Inc,en,1955-10-10,61,21,51966
Christopher Lloyd,New Brunswick,Harris-Hutchinson,en,1984-12-06,32,18,51987
Cassandra Adkins,Manitoba,Smith-Mcguire,fr,1941-07-06,75,31,51988
Karen Burgess,Saskatchewan,Wilson Ltd,fr,1976-02-19,41,22,51994
Daniel Gaines,Saskatchewan,Evans-Rivera,en,1971-08-26,45,21,51996
Karen Rose,Northwest Territories,"Fry, Jacobson and Nelson",fr,1971-10-30,45,17,52013
Laura Carlson,Northwest Territories,Lam-Ellis,fr,1989-09-05,27,18,52031
David Brown,New Brunswick,Tran-Bradley,en,1952-01-17,65,21,52044
Patrick Smith,Yukon Territory,Christensen LLC,fr,1957-03-16,60,22,52056
Clifford Hill,Manitoba,Larson-Nichols,fr,1984-12-08,32,28,52059
Jessica Hanson,Manitoba,Johnson-Cooke,fr,1953-10-18,63,33,52081
Anthony Davis,New Brunswick,Gentry-Smith,fr,1980-05-31,37,20,52085
Sean Flores,Saskatchewan,Hobbs PLC,en,1996-01-14,21,20,52097
Denise Ellis,Northwest Territories,Johnson-Rodriguez,fr,1989-04-22,28,21,52100
Thomas Mcclure,Prince Edward Island,Nelson Group,en,1948-09-08,68,24,52101
James Garcia,Yukon Territory,Proctor LLC,fr,1980-10-27,36,35,52102
Terry Hatfield,Alberta,Carpenter-Brown,fr,1943-08-12,73,35,52118
Joyce Diaz,Northwest Territories,"Thomas, Olson and Lopez",en,1990-07-06,26,17,52124
Laura Robertson,New Brunswick,Robinson LLC,fr,1986-09-29,30,30,52127
Rachel Watkins,Nunavut,Taylor-Nguyen,fr,1991-10-06,25,25,52144
Justin Mcknight,Prince Edward Island,Nelson Inc,en,1954-10-18,62,25,52150
Lauren Ho,Manitoba,Howard-Calderon,fr,1944-02-14,73,32,52170
Rebecca Hartman,Alberta,"Santiago, Brown and Lawson",en,1992-09-09,24,24,52174
Thomas Edwards,Saskatchewan,Lynch and Sons,en,1950-12-30,66,28,52176
Brandy Hughes,Nunavut,Welch PLC,fr,1958-06-14,58,22,52179
Crystal Stewart,Saskatchewan,"Trujillo, Glover and Hamilton",en,1992-07-29,24,24,52180
Terri Krueger,New Brunswick,"Thompson, Norman and Henry",en,1971-01-24,46,33,52194
Jodi Brown,British Columbia,Smith-Salas,fr,1981-09-29,35,33,52196
Brenda Hall,Saskatchewan,Manning-Keller,en,1997-10-03,19,19,52197
Cynthia Hopkins,Prince Edward Island,Mendoza PLC,fr,1977-02-08,40,20,52201
Joseph Barrera,Quebec,Calderon-Russell,en,1974-04-22,43,25,52203
Kyle Roberts,British Columbia,Barajas LLC,fr,1987-03-30,30,28,52212
Max Fox,Manitoba,"Duran, Smith and Baker",en,1991-07-18,25,19,52256
Debra Rowe,Saskatchewan,"Carrillo, Holt and Phillips",fr,1963-05-29,54,28,52302
Daniel Torres,Yukon Territory,Bates Inc,en,1973-09-05,43,29,52335
Patricia Wilson,New Brunswick,"Davis, Hayes and Mcdaniel",en,1971-04-10,46,31,52343
Daniel Mckinney,New Brunswick,Rollins Group,fr,1946-05-22,71,33,52350
Joe Dalton,Saskatchewan,Turner Ltd,en,1960-01-12,57,28,52353
Jerry Small,Quebec,Odom PLC,fr,1995-12-14,21,21,52389
Tanya Wells,Ontario,Morris-Nguyen,en,1986-01-27,31,19,52390
Brent Martinez,Newfoundland and Labrador,Mitchell-Turner,fr,1949-07-08,67,25,52392
Sarah Parker,Alberta,Andrews-Williams,en,1970-09-10,46,23,52404
Stacey Johnson,Nunavut,Young-Bell,fr,1960-09-18,56,17,52406
Colin Cervantes,Nunavut,George Group,fr,1979-12-29,37,25,52422
Jasmine Gibson,Saskatchewan,Conley-Young,en,1961-03-25,56,19,52431
Maureen Martinez,Ontario,"Green, Lewis and Ramsey",fr,1954-04-06,63,24,52440
Ryan Perry,Nunavut,"Smith, Flores and Burgess",fr,1969-09-11,47,22,52441
John Hanson,New Brunswick,Thomas LLC,fr,1991-01-11,26,19,52478
Tina Gray,Yukon Territory,Mcdaniel-Reyes,fr,1999-11-07,17,17,52493
Deanna Romero,Manitoba,Thompson Inc,fr,1994-08-11,22,21,52498
Christopher Kelly,New Brunswick,Clark Group,fr,1949-06-04,67,17,52504
Ricardo Jones,Saskatchewan,York-English,en,1947-01-17,70,33,52522
Steve Huff,Ontario,Mills Ltd,en,1977-10-06,39,19,52536
Alexis Davis,Saskatchewan,Rocha-Brown,fr,1946-02-02,71,28,52562
Megan Neal,Manitoba,Nguyen and Sons,fr,1954-02-02,63,20,52599
Lance Molina,Saskatchewan,"Parker, Hernandez and Anderson",fr,1975-02-07,42,34,52607
Monique Davis,New Brunswick,Daniel-Callahan,en,1951-09-16,65,34,52659
Todd Hammond,Prince Edward Island,Roach-Roach,en,1973-07-04,43,26,52660
Christopher Reid,Saskatchewan,Sanchez-Butler,en,1977-03-17,40,19,52661
Julie Boyd,Nunavut,Smith and Sons,fr,1978-10-13,38,32,52662
Lindsay Cummings,Quebec,Ford-Johnson,fr,1984-12-11,32,19,52665
Michelle Cummings,Quebec,Woods-Cobb,en,1987-08-12,29,19,52672
Janet Phillips,New Brunswick,Brown PLC,fr,1970-08-16,46,24,52680
Eric Bennett,New Brunswick,Hess Group,fr,1986-08-11,30,30,52695
Amy Fischer,Manitoba,Washington PLC,en,1951-06-28,65,19,52701
Mary Fuller,Yukon Territory,Davis-Gregory,en,1966-07-02,50,24,52708
David Cruz,Saskatchewan,"Bell, Gill and Miller",en,1956-07-22,60,31,52733
Colton Franklin,Quebec,Meadows-Delgado,fr,1989-08-30,27,23,52753
Holly Alexander,Nunavut,Schneider PLC,en,1966-11-19,50,21,52757
Megan Kelly,New Brunswick,Weber-Ross,fr,1956-01-15,61,35,52784
Connie Anderson,Ontario,Ramos-Cooper,en,1983-01-24,34,23,52807
Jill Jones,British Columbia,"Adams, Cruz and Knight",en,1988-09-03,28,27,52839
Steven Li,New Brunswick,Castillo Inc,fr,1994-01-20,23,23,52865
Amanda Boyd,Saskatchewan,Obrien Inc,en,1965-04-30,52,35,52868
Mia Richardson,Newfoundland and Labrador,"Soto, Reed and Lloyd",fr,1981-11-13,35,24,52886
Richard Lindsey,Yukon Territory,"Ward, Little and Lopez",fr,1961-03-26,56,34,52894
Kimberly Oliver,Newfoundland and Labrador,Pena-Spencer,en,1957-05-20,60,17,52895
Laura Villanueva,Nova Scotia,Lambert Inc,fr,1965-02-01,52,17,52905
Raymond Smith,Newfoundland and Labrador,Estrada PLC,en,2000-05-05,17,17,52908
Theodore Dixon,Nunavut,Anderson-Coleman,fr,1986-07-21,30,19,52925
Joshua Mason,Quebec,Adams-Walton,fr,1996-11-12,20,20,52940
Jeffrey Richards,Newfoundland and Labrador,Marquez Ltd,en,1991-09-26,25,25,52944
Julie Henderson,British Columbia,Rosario-French,fr,1984-03-16,33,33,52950
Angela Smith,Ontario,"Watkins, Park and Burns",en,1983-08-15,33,19,52983
Roberta Dennis,Nunavut,Smith and Sons,fr,1995-02-24,22,18,52999
Patrick Williams,Prince Edward Island,Wu LLC,en,1946-04-26,71,28,53007
Randy Flynn,Manitoba,Glass Ltd,en,1990-02-07,27,25,53036
Keith Clements,Nova Scotia,Richards-Davis,en,1968-08-06,48,18,53038
Tiffany Randall,Quebec,Johnson-Gregory,fr,1950-11-03,66,20,53041
Maria Marshall,Manitoba,Murphy-Humphrey,en,1984-11-22,32,22,53049
Brian Lopez,Northwest Territories,Owen Inc,fr,1958-06-02,58,23,53050
Rhonda Anderson,Nova Scotia,Coleman LLC,fr,1975-07-13,41,29,53053
William Hale,Newfoundland and Labrador,Good-Lopez,en,1965-10-26,51,35,53057
Brandon Blankenship,British Columbia,"David, Bryant and Foley",en,1950-04-26,67,27,53060
James Robinson,Prince Edward Island,Robertson Inc,fr,1960-05-02,57,35,53078
Brian Butler,Newfoundland and Labrador,Hunter-Thomas,fr,1947-04-16,70,26,53080
Caroline Williams MD,Northwest Territories,White-Hall,fr,1975-01-11,42,33,53082
Kimberly Lewis MD,Ontario,Jenkins PLC,fr,1979-05-11,38,32,53088
Monica Trevino,Manitoba,Peterson Group,fr,1968-04-06,49,17,53135
Karen Osborne,Nova Scotia,Yu-Nelson,en,1996-01-24,21,21,53165
Timothy Turner,New Brunswick,"Parker, Hardy and Morrison",fr,1979-04-24,38,28,53189
Alfred Allen,Yukon Territory,"Waller, Hernandez and Taylor",fr,1966-08-22,50,23,53191
Maureen Arias,Nova Scotia,Conway Inc,en,1952-09-13,64,29,53200
Allison Flynn,British Columbia,Gregory Group,en,1950-02-25,67,29,53225
Thomas Williams,Yukon Territory,Pena Group,en,1987-04-18,30,27,53231
Kathryn Brown,British Columbia,Mcmillan-Warren,fr,1995-09-25,21,21,53255
Tonya Pugh,Quebec,Jimenez-Porter,fr,1977-07-24,39,23,53285
Sharon Chapman,New Brunswick,Jones Group,en,1961-05-04,56,23,53294
Rebecca Butler,Nova Scotia,Palmer PLC,en,1950-05-10,67,18,53299
Robert Banks,Saskatchewan,Brown Group,en,1997-10-30,19,19,53300
Linda Mccormick,New Brunswick,"Meza, Miller and Williams",en,1947-06-22,69,32,53308
Brandon Johnson,New Brunswick,Caldwell Inc,fr,1964-04-01,53,20,53309
Kristy Fields,Yukon Territory,"Davila, Ruiz and Tyler",en,1949-09-27,67,34,53341
Rachel Matthews,British Columbia,Powers-Grant,fr,1988-12-25,28,24,53347
Elizabeth Thomas MD,Northwest Territories,Williams-Norris,en,1967-03-31,50,23,53383
Brendan Mayer,Prince Edward Island,Ingram Group,fr,1959-02-22,58,28,53396
David Watson Jr.,Prince Edward Island,"Gomez, Schneider and Thompson",en,1991-01-19,26,24,53413
Andrew Miller,New Brunswick,Taylor Inc,en,1964-09-15,52,27,53425
Jennifer Anderson,Ontario,"Smith, Salinas and Figueroa",fr,1995-05-03,22,22,53430
Wesley Hendrix,Newfoundland and Labrador,Bell Group,en,1988-01-29,29,18,53440
Alec Hoover,Alberta,Coleman Ltd,en,1998-05-14,19,19,53445
Shannon Clark,Alberta,Jones and Sons,fr,1966-11-09,50,35,53452
Amanda Vaughn,Prince Edward Island,Cameron Ltd,fr,1945-09-14,71,24,53464
Cassandra Mitchell,Alberta,"Munoz, Davis and Walker",fr,1963-05-03,54,21,53473
Dustin Taylor,Yukon Territory,"Aguilar, Rivers and Smith",fr,1954-02-19,63,21,53477
John Rodriguez,New Brunswick,Parks LLC,fr,1944-11-27,72,27,53518
Ethan Johnson,Nunavut,Garcia and Sons,fr,1966-12-17,50,23,53521
Daniel Golden,Manitoba,"May, Valenzuela and Hall",en,1985-10-12,31,27,53533
Brandon Mccarthy,Northwest Territories,White Inc,en,1949-05-04,68,35,53545
Regina Rivera,Quebec,Williams Ltd,en,1991-06-07,25,25,53550
Gina Cooper,Saskatchewan,Hall LLC,fr,1976-07-08,40,18,53558
Brian Sanchez,Manitoba,Simon-Conner,en,1985-07-06,31,31,53563
Sarah Cox,Nunavut,Lang PLC,en,1977-11-27,39,19,53565
Judith Conley,New Brunswick,"Jackson, Johnson and Wong",en,1954-05-02,63,24,53583
Alexis Zhang,Northwest Territories,"Stone, Estrada and Hopkins",en,1953-04-07,64,24,53590
Tracy Harris,Ontario,Joseph-Jones,en,1951-01-18,66,19,53591
Sarah Owens,British Columbia,Hill-Peterson,en,1943-05-14,74,27,53596
Angie Smith,Yukon Territory,Gilbert-Lutz,en,1981-09-30,35,31,53616
Natalie Hensley,British Columbia,Smith-Martin,en,1974-05-30,43,32,53623
Charles Mendoza,Newfoundland and Labrador,Bell-Cruz,fr,1977-07-05,39,29,53625
Timothy Garcia,Northwest Territories,Morales Ltd,fr,1997-01-21,20,20,53644
Joseph Guerrero,Nunavut,Kim LLC,en,1970-09-19,46,33,53679
Valerie Fisher,Northwest Territories,Roy-Rios,en,1944-06-26,72,26,53739
Nicole Holloway,Northwest Territories,Rogers-Long,en,1988-05-08,29,29,53767
Ashley Garcia,New Brunswick,"Morales, Moore and Mcgee",fr,1964-05-03,53,19,53775
Joseph Mullins,Quebec,Kelley-Graham,en,1997-06-17,19,19,53777
Eduardo Davis,Prince Edward Island,West and Sons,fr,1972-10-15,44,33,53782
Robert Williams,Quebec,Espinoza-Goodwin,fr,1958-04-10,59,28,53796
Courtney Hernandez,Alberta,Fischer Inc,fr,1969-12-28,47,22,53803
Eric Goodman,Nunavut,"Rodriguez, Walker and Martin",en,1948-12-11,68,32,53823
Brittany Hood,Manitoba,"Ford, Dennis and Martinez",fr,1968-02-15,49,21,53834
Felicia Leblanc,British Columbia,"Jacobs, Johnson and Johnson",en,1972-06-14,44,27,53850
Robert Miller,Prince Edward Island,Kelly-Allen,fr,1954-04-02,63,19,53851
Stephanie Peters,Alberta,Walker-Myers,fr,1991-06-05,25,23,53865
Hannah Wright,Prince Edward Island,"Rogers, Jacobs and Armstrong",en,1956-12-13,60,19,53872
Claudia Salas,Prince Edward Island,Morrison Group,en,1984-04-15,33,26,53898
Emily Smith,Yukon Territory,Baker-Hanson,fr,1992-12-12,24,18,53900
Jodi Bird,Northwest Territories,Lambert and Sons,fr,1951-03-23,66,28,53907
Daniel Cochran,Prince Edward Island,"Silva, Nelson and Dennis",fr,1979-08-18,37,22,53917
Melissa Jones,Northwest Territories,Craig-Roy,fr,1955-03-09,62,26,53918
Alexis Smith,Saskatchewan,Landry-Carroll,fr,1961-07-15,55,27,53946
Chris Pearson,Northwest Territories,Howe-Greer,en,2000-08-13,16,16,53974
Theodore Davis,Yukon Territory,Garcia Group,fr,1947-05-27,70,18,53985
Kendra Roberts,Ontario,Blankenship Ltd,fr,1973-06-07,43,18,53988
Lindsey Tyler,Newfoundland and Labrador,Morris-Jones,fr,1952-10-08,64,22,53989
Autumn Lewis DVM,New Brunswick,"Weber, Hartman and West",en,1969-01-21,48,32,54012
Peggy Martin,Ontario,Martin-Wagner,en,1949-05-27,68,21,54016
Ronald Howell,Northwest Territories,"Becker, Smith and Ramirez",en,1985-07-25,31,25,54017
Chad Wise,Nunavut,"Rodriguez, Roberts and Golden",fr,1978-01-21,39,24,54022
Mary Nelson,Nunavut,Dickson and Sons,en,1984-08-19,32,20,54064
Pamela Haney,New Brunswick,West Group,fr,1988-02-23,29,23,54088
Shannon Browning,Ontario,"Stevenson, Lynn and Moreno",fr,1976-05-08,41,19,54094
Jack Bullock,Northwest Territories,Kim-Rhodes,fr,1967-05-19,50,33,54101
Derrick Anderson,Ontario,Miller-Stein,fr,1983-05-09,34,29,54103
Randy Montgomery,British Columbia,Lee-Smith,fr,1992-01-12,25,21,54168
Erin Santana,Ontario,"Thompson, Finley and Clayton",fr,1948-10-18,68,19,54173
Katherine Patrick,New Brunswick,"Ramirez, Chung and Cruz",en,1942-12-12,74,22,54174
Anita Macias,Saskatchewan,"Sanders, Gregory and Wallace",fr,1958-01-28,59,21,54179
Alyssa Robertson,Ontario,"Schneider, Newman and Martinez",fr,1985-07-27,31,20,54214
Jorge Newman,New Brunswick,Johnston Ltd,en,1959-04-27,58,19,54231
Michael Woods,Yukon Territory,Nunez-Smith,en,1959-07-02,57,27,54243
Douglas Cook,Newfoundland and Labrador,Klein-Williams,en,1990-12-10,26,21,54253
Javier Buchanan,New Brunswick,"Hill, Jarvis and Wilson",en,1967-06-23,49,33,54271
Caroline Jones,Quebec,"Johnson, Davis and Marsh",fr,1979-09-11,37,31,54275
Kyle Murphy,Ontario,Nash-Sullivan,en,1983-07-05,33,20,54276
Eric King,New Brunswick,"Jensen, Romero and Hoffman",fr,1977-05-31,40,34,54309
Brandi Wolfe,Saskatchewan,Lewis-Newton,fr,1946-12-04,70,22,54340
Benjamin Olsen,Prince Edward Island,Parker-Hamilton,fr,1973-10-28,43,32,54367
Lisa Parks,Prince Edward Island,Chase-Davidson,en,1961-08-03,55,34,54372
Julian King,Manitoba,Wright Inc,en,1944-08-29,72,32,54390
Sabrina Douglas,Nova Scotia,Burns LLC,en,1998-02-09,19,19,54435
Angela Carroll,New Brunswick,"Vasquez, Long and Smith",en,1976-04-13,41,33,54442
Andrew Mendoza,Nova Scotia,"Ramos, Nichols and Salinas",fr,1949-12-17,67,33,54443
Mrs. Olivia Simmons,Ontario,Mcintosh Ltd,en,1945-09-02,71,32,54452
Michael Johnson,British Columbia,Mills-Bennett,en,1941-07-21,75,19,54454
Chelsea Sweeney,Saskatchewan,Fox LLC,en,1986-06-09,30,19,54455
